series,learning_episode,raw_value,three_point_smoothed_value
"DC-PPO (strict 1+5, stochastic train)",1329.0,445443.96875,445673.8020833333
"DC-PPO (strict 1+5, stochastic train)",1331.0,445912.9375,445511.3958333333
"DC-PPO (strict 1+5, stochastic train)",1333.0,445177.28125,445150.6041666667
"DC-PPO (strict 1+5, stochastic train)",1335.0,444361.59375,444320.0729166667
"DC-PPO (strict 1+5, stochastic train)",1337.0,443421.34375,444409.6145833333
"DC-PPO (strict 1+5, stochastic train)",1339.0,445445.90625,444254.53125
"DC-PPO (strict 1+5, stochastic train)",1341.0,443896.34375,444246.5625
"DC-PPO (strict 1+5, stochastic train)",1343.0,443397.4375,442523.34375
"DC-PPO (strict 1+5, stochastic train)",1345.0,440276.25,441887.4895833333
"DC-PPO (strict 1+5, stochastic train)",1347.0,441988.78125,440955.9895833333
"DC-PPO (strict 1+5, stochastic train)",1349.0,440602.9375,440471.5416666667
"DC-PPO (strict 1+5, stochastic train)",1351.0,438822.90625,440094.8333333333
"DC-PPO (strict 1+5, stochastic train)",1353.0,440858.65625,440177.6770833333
"DC-PPO (strict 1+5, stochastic train)",1355.0,440851.46875,441003.9895833333
"DC-PPO (strict 1+5, stochastic train)",1357.0,441301.84375,440811.0625
"DC-PPO (strict 1+5, stochastic train)",1359.0,440279.875,441133.84375
"DC-PPO (strict 1+5, stochastic train)",1361.0,441819.8125,440888.0
"DC-PPO (strict 1+5, stochastic train)",1363.0,440564.3125,439932.3958333333
"DC-PPO (strict 1+5, stochastic train)",1365.0,437413.0625,439121.3958333333
"DC-PPO (strict 1+5, stochastic train)",1367.0,439386.8125,437772.1770833333
"DC-PPO (strict 1+5, stochastic train)",1369.0,436516.65625,438245.09375
"DC-PPO (strict 1+5, stochastic train)",1371.0,438831.8125,437489.0416666667
"DC-PPO (strict 1+5, stochastic train)",1373.0,437118.65625,438671.8229166667
"DC-PPO (strict 1+5, stochastic train)",1375.0,440065.0,438940.1979166667
"DC-PPO (strict 1+5, stochastic train)",1377.0,439636.9375,439631.0729166667
"DC-PPO (strict 1+5, stochastic train)",1379.0,439191.28125,440102.34375
"DC-PPO (strict 1+5, stochastic train)",1381.0,441478.8125,440386.3645833333
"DC-PPO (strict 1+5, stochastic train)",1383.0,440489.0,441462.25
"DC-PPO (strict 1+5, stochastic train)",1385.0,442418.9375,441935.4479166667
"DC-PPO (strict 1+5, stochastic train)",1387.0,442898.40625,443055.0729166667
"DC-PPO (strict 1+5, stochastic train)",1389.0,443847.875,442762.1145833333
"DC-PPO (strict 1+5, stochastic train)",1391.0,441540.0625,443453.59375
"DC-PPO (strict 1+5, stochastic train)",1393.0,444972.84375,443269.25
"DC-PPO (strict 1+5, stochastic train)",1395.0,443294.84375,443666.6875
"DC-PPO (strict 1+5, stochastic train)",1397.0,442732.375,442497.4583333333
"DC-PPO (strict 1+5, stochastic train)",1399.0,441465.15625,441970.0208333333
"DC-PPO (strict 1+5, stochastic train)",1401.0,441712.53125,441921.5208333333
"DC-PPO (strict 1+5, stochastic train)",1403.0,442586.875,441864.5208333333
"DC-PPO (strict 1+5, stochastic train)",1405.0,441294.15625,442328.6458333333
"DC-PPO (strict 1+5, stochastic train)",1407.0,443104.90625,442228.8229166667
"DC-PPO (strict 1+5, stochastic train)",1409.0,442287.40625,442898.4479166667
"DC-PPO (strict 1+5, stochastic train)",1411.0,443303.03125,444477.1041666667
"DC-PPO (strict 1+5, stochastic train)",1413.0,447840.875,446644.09375
"DC-PPO (strict 1+5, stochastic train)",1415.0,448788.375,449035.71875
"DC-PPO (strict 1+5, stochastic train)",1417.0,450477.90625,448797.8229166667
"DC-PPO (strict 1+5, stochastic train)",1419.0,447127.1875,448582.9479166667
"DC-PPO (strict 1+5, stochastic train)",1421.0,448143.75,447108.7395833333
"DC-PPO (strict 1+5, stochastic train)",1423.0,446055.28125,446517.09375
"DC-PPO (strict 1+5, stochastic train)",1425.0,445352.25,446328.5520833333
"DC-PPO (strict 1+5, stochastic train)",1427.0,447578.125,445757.96875
"DC-PPO (strict 1+5, stochastic train)",1429.0,444343.53125,445806.34375
"DC-PPO (strict 1+5, stochastic train)",1431.0,445497.375,444754.7604166667
"DC-PPO (strict 1+5, stochastic train)",1433.0,444423.375,445063.4791666667
"DC-PPO (strict 1+5, stochastic train)",1435.0,445269.6875,444645.4479166667
"DC-PPO (strict 1+5, stochastic train)",1437.0,444243.28125,444240.625
"DC-PPO (strict 1+5, stochastic train)",1439.0,443208.90625,443843.7708333333
"DC-PPO (strict 1+5, stochastic train)",1441.0,444079.125,444327.5833333333
"DC-PPO (strict 1+5, stochastic train)",1443.0,445694.71875,443810.8854166667
"DC-PPO (strict 1+5, stochastic train)",1445.0,441658.8125,444098.3958333333
"DC-PPO (strict 1+5, stochastic train)",1447.0,444941.65625,443433.6145833333
"DC-PPO (strict 1+5, stochastic train)",1449.0,443700.375,444403.8958333333
"DC-PPO (strict 1+5, stochastic train)",1451.0,444569.65625,444144.96875
"DC-PPO (strict 1+5, stochastic train)",1453.0,444164.875,444832.9583333333
"DC-PPO (strict 1+5, stochastic train)",1455.0,445764.34375,444930.46875
"DC-PPO (strict 1+5, stochastic train)",1457.0,444862.1875,444893.6458333333
"DC-PPO (strict 1+5, stochastic train)",1459.0,444054.40625,445709.6145833333
"DC-PPO (strict 1+5, stochastic train)",1461.0,448212.25,447403.2395833333
"DC-PPO (strict 1+5, stochastic train)",1463.0,449943.0625,449917.3020833333
"DC-PPO (strict 1+5, stochastic train)",1465.0,451596.59375,451240.625
"DC-PPO (strict 1+5, stochastic train)",1467.0,452182.21875,451790.78125
"DC-PPO (strict 1+5, stochastic train)",1469.0,451593.53125,451783.7395833333
"DC-PPO (strict 1+5, stochastic train)",1471.0,451575.46875,451206.6145833333
"DC-PPO (strict 1+5, stochastic train)",1473.0,450450.84375,451995.90625
"DC-PPO (strict 1+5, stochastic train)",1475.0,453961.40625,452358.8020833333
"DC-PPO (strict 1+5, stochastic train)",1477.0,452664.15625,453601.09375
"DC-PPO (strict 1+5, stochastic train)",1479.0,454177.71875,453609.6145833333
"DC-PPO (strict 1+5, stochastic train)",1481.0,453986.96875,454286.59375
"DC-PPO (strict 1+5, stochastic train)",1483.0,454695.09375,453679.4895833333
"DC-PPO (strict 1+5, stochastic train)",1485.0,452356.40625,452727.1145833333
"DC-PPO (strict 1+5, stochastic train)",1487.0,451129.84375,452395.2395833333
"DC-PPO (strict 1+5, stochastic train)",1489.0,453699.46875,452643.3958333333
"DC-PPO (strict 1+5, stochastic train)",1491.0,453100.875,452754.75
"DC-PPO (strict 1+5, stochastic train)",1493.0,451463.90625,452192.6979166667
"DC-PPO (strict 1+5, stochastic train)",1495.0,452013.3125,451184.2916666667
"DC-PPO (strict 1+5, stochastic train)",1497.0,450075.65625,450697.09375
"DC-PPO (strict 1+5, stochastic train)",1499.0,450002.3125,450537.4791666667
"DC-PPO (strict 1+5, stochastic train)",1501.0,451534.46875,450822.0729166667
"DC-PPO (strict 1+5, stochastic train)",1503.0,450929.4375,450930.6770833333
"DC-PPO (strict 1+5, stochastic train)",1505.0,450328.125,450565.4270833333
"DC-PPO (strict 1+5, stochastic train)",1507.0,450438.71875,450928.40625
"DC-PPO (strict 1+5, stochastic train)",1509.0,452018.375,451394.2083333333
"DC-PPO (strict 1+5, stochastic train)",1511.0,451725.53125,452307.4479166667
"DC-PPO (strict 1+5, stochastic train)",1513.0,453178.4375,452979.1145833333
"DC-PPO (strict 1+5, stochastic train)",1515.0,454033.375,454277.1979166667
"DC-PPO (strict 1+5, stochastic train)",1517.0,455619.78125,454511.5729166667
"DC-PPO (strict 1+5, stochastic train)",1519.0,453881.5625,455553.6041666667
"DC-PPO (strict 1+5, stochastic train)",1521.0,457159.46875,455492.8333333333
"DC-PPO (strict 1+5, stochastic train)",1523.0,455437.46875,455452.5520833333
"DC-PPO (strict 1+5, stochastic train)",1525.0,453760.71875,453354.9791666667
"DC-PPO (strict 1+5, stochastic train)",1527.0,450866.75,452175.6979166667
"DC-PPO (strict 1+5, stochastic train)",1529.0,451899.625,451123.0208333333
"DC-PPO (strict 1+5, stochastic train)",1531.0,450602.6875,450244.125
"DC-PPO (strict 1+5, stochastic train)",1533.0,448230.0625,449293.8958333333
"DC-PPO (strict 1+5, stochastic train)",1535.0,449048.9375,449609.90625
"DC-PPO (strict 1+5, stochastic train)",1537.0,451550.71875,451316.7604166667
"DC-PPO (strict 1+5, stochastic train)",1539.0,453350.625,452656.8229166667
"DC-PPO (strict 1+5, stochastic train)",1541.0,453069.125,453472.21875
"DC-PPO (strict 1+5, stochastic train)",1543.0,453996.90625,454072.9166666667
"DC-PPO (strict 1+5, stochastic train)",1545.0,455152.71875,454207.3541666667
"DC-PPO (strict 1+5, stochastic train)",1547.0,453472.4375,453665.5520833333
"DC-PPO (strict 1+5, stochastic train)",1549.0,452371.5,453963.2291666667
"DC-PPO (strict 1+5, stochastic train)",1551.0,456045.75,454208.625
