series,segment,cumulative_steps,learning_episode,raw_or_mean,three_point_smoothed
"MAPPO (fixed 60, 3 seeds)",historical,14156800.0,553.0,485636.96325231483,485636.96325231483
"MAPPO (fixed 60, 3 seeds)",historical,14208000.0,555.0,486153.66261574073,486153.66261574073
"MAPPO (fixed 60, 3 seeds)",historical,14259200.0,557.0,487016.74971064815,487016.74971064815
"MAPPO (fixed 60, 3 seeds)",historical,14310400.0,559.0,487685.9872685185,487685.9872685185
"MAPPO (fixed 60, 3 seeds)",historical,14361600.0,561.0,487997.9962384259,487997.9962384259
"MAPPO (fixed 60, 3 seeds)",historical,14412800.0,563.0,487580.8020833333,487580.8020833333
"MAPPO (fixed 60, 3 seeds)",historical,14464000.0,565.0,487197.3318865741,487197.3318865741
"MAPPO (fixed 60, 3 seeds)",historical,14515200.0,567.0,486961.525462963,486961.525462963
"MAPPO (fixed 60, 3 seeds)",historical,14566400.0,569.0,487356.7141203704,487356.7141203704
"MAPPO (fixed 60, 3 seeds)",historical,14617600.0,571.0,487479.7881944445,487479.7881944445
"MAPPO (fixed 60, 3 seeds)",historical,14668800.0,573.0,487452.4725115741,487452.4725115741
"MAPPO (fixed 60, 3 seeds)",historical,14720000.0,575.0,487188.42418981483,487188.42418981483
"MAPPO (fixed 60, 3 seeds)",historical,14771200.0,577.0,487598.97627314815,487598.97627314815
"MAPPO (fixed 60, 3 seeds)",historical,14822400.0,579.0,488232.59432870365,488232.59432870365
"MAPPO (fixed 60, 3 seeds)",historical,14873600.0,581.0,489043.8249421296,489043.8249421296
"MAPPO (fixed 60, 3 seeds)",historical,14924800.0,583.0,489003.1941550926,489003.1941550926
"MAPPO (fixed 60, 3 seeds)",historical,14976000.0,585.0,489108.3504050926,489108.3504050926
"MAPPO (fixed 60, 3 seeds)",historical,15027200.0,587.0,488607.7549189815,488607.7549189815
"MAPPO (fixed 60, 3 seeds)",historical,15078400.0,589.0,488907.8767361112,488907.8767361112
"MAPPO (fixed 60, 3 seeds)",historical,15129600.0,591.0,488968.91550925927,488968.91550925927
"MAPPO (fixed 60, 3 seeds)",historical,15180800.0,593.0,489879.8616898148,489879.8616898148
"MAPPO (fixed 60, 3 seeds)",historical,15232000.0,595.0,490323.5124421296,490323.5124421296
"MAPPO (fixed 60, 3 seeds)",historical,15283200.0,597.0,490709.90769675927,490709.90769675927
"MAPPO (fixed 60, 3 seeds)",historical,15334400.0,599.0,490616.2841435185,490616.2841435185
"MAPPO (fixed 60, 3 seeds)",historical,15385600.0,601.0,490531.1915509259,490531.1915509259
"MAPPO (fixed 60, 3 seeds)",historical,15436800.0,603.0,490706.89670138893,490706.89670138893
"MAPPO (fixed 60, 3 seeds)",historical,15488000.0,605.0,490935.20457175927,490935.20457175927
"MAPPO (fixed 60, 3 seeds)",historical,15539200.0,607.0,491498.09722222225,491498.09722222225
"MAPPO (fixed 60, 3 seeds)",historical,15590400.0,609.0,492113.533275463,492113.533275463
"MAPPO (fixed 60, 3 seeds)",historical,15641600.0,611.0,492919.4192708333,492919.4192708333
"MAPPO (fixed 60, 3 seeds)",historical,15692800.0,613.0,493587.35763888893,493587.35763888893
"MAPPO (fixed 60, 3 seeds)",historical,15744000.0,615.0,493840.28211805556,493840.28211805556
"MAPPO (fixed 60, 3 seeds)",historical,15795200.0,617.0,493823.0538194445,493823.0538194445
"MAPPO (fixed 60, 3 seeds)",historical,15846400.0,619.0,493629.17158564815,493629.17158564815
"MAPPO (fixed 60, 3 seeds)",historical,15897600.0,621.0,493678.79658564815,493678.79658564815
"MAPPO (fixed 60, 3 seeds)",historical,15948800.0,623.0,493845.95949074073,493845.95949074073
"MAPPO (fixed 60, 3 seeds)",historical,16000000.0,625.0,494352.4346064815,494352.4346064815
"MAPPO (fixed 60, 3 seeds)",historical,16051200.0,627.0,494941.2769097222,494941.2769097222
"MAPPO (fixed 60, 3 seeds)",historical,16102400.0,629.0,495175.3642939815,495175.3642939815
"MAPPO (fixed 60, 3 seeds)",historical,16153600.0,631.0,495267.92447916657,495267.92447916657
"MAPPO (fixed 60, 3 seeds)",historical,16204800.0,633.0,495001.9091435185,495001.9091435185
"MAPPO (fixed 60, 3 seeds)",historical,16256000.0,635.0,495514.42824074073,495514.42824074073
"MAPPO (fixed 60, 3 seeds)",historical,16307200.0,637.0,495314.74768518517,495314.74768518517
"MAPPO (fixed 60, 3 seeds)",historical,16358400.0,639.0,495612.94415509264,495612.94415509264
"MAPPO (fixed 60, 3 seeds)",historical,16409600.0,641.0,495501.1070601852,495501.1070601852
"MAPPO (fixed 60, 3 seeds)",historical,16460800.0,643.0,496059.23379629635,496059.23379629635
"MAPPO (fixed 60, 3 seeds)",historical,16512000.0,645.0,496362.20225694444,496362.20225694444
"MAPPO (fixed 60, 3 seeds)",historical,16563200.0,647.0,496204.9085648148,496204.9085648148
"MAPPO (fixed 60, 3 seeds)",historical,16614400.0,649.0,496284.3029513888,496284.3029513888
"MAPPO (fixed 60, 3 seeds)",historical,16665600.0,651.0,496179.7612847222,496179.7612847222
"MAPPO (fixed 60, 3 seeds)",historical,16716800.0,653.0,496401.0659722222,496401.0659722222
"MAPPO (fixed 60, 3 seeds)",historical,16768000.0,655.0,496026.785011574,496026.785011574
"MAPPO (fixed 60, 3 seeds)",historical,16819200.0,657.0,495775.1779513888,495775.1779513888
"MAPPO (fixed 60, 3 seeds)",historical,16870400.0,659.0,496278.0659722222,496278.0659722222
"MAPPO (fixed 60, 3 seeds)",historical,16921600.0,661.0,497214.9473379629,497214.9473379629
"MAPPO (fixed 60, 3 seeds)",historical,16972800.0,663.0,498837.7520254629,498837.7520254629
"MAPPO (fixed 60, 3 seeds)",historical,17024000.0,665.0,499471.1004050926,499471.1004050926
"MAPPO (fixed 60, 3 seeds)",historical,17075200.0,667.0,499864.27690972225,499864.27690972225
"MAPPO (fixed 60, 3 seeds)",historical,17126400.0,669.0,499234.1698495371,499234.1698495371
"MAPPO (fixed 60, 3 seeds)",historical,17177600.0,671.0,499259.2167245371,499259.2167245371
"MAPPO (fixed 60, 3 seeds)",historical,17228800.0,673.0,499765.16550925927,499765.16550925927
"MAPPO (fixed 60, 3 seeds)",historical,17280000.0,675.0,500646.18663194444,500646.18663194444
"MAPPO (fixed 60, 3 seeds)",historical,17331200.0,677.0,500899.90625,500899.90625
"MAPPO (fixed 60, 3 seeds)",historical,17382400.0,679.0,500977.4539930555,500977.4539930555
"MAPPO (fixed 60, 3 seeds)",historical,17433600.0,681.0,501487.88049768517,501487.88049768517
"MAPPO (fixed 60, 3 seeds)",historical,17484800.0,683.0,502428.06076388893,502428.06076388893
"MAPPO (fixed 60, 3 seeds)",historical,17536000.0,685.0,502499.978587963,502499.978587963
"MAPPO (fixed 60, 3 seeds)",historical,17587200.0,687.0,501789.54224537034,501789.54224537034
"MAPPO (fixed 60, 3 seeds)",historical,17638400.0,689.0,500659.6623263888,500659.6623263888
"MAPPO (fixed 60, 3 seeds)",historical,17689600.0,691.0,500812.4794560185,500812.4794560185
"MAPPO (fixed 60, 3 seeds)",historical,17740800.0,693.0,501747.89496527775,501747.89496527775
"MAPPO (fixed 60, 3 seeds)",historical,17792000.0,695.0,503127.78559027775,503127.78559027775
"MAPPO (fixed 60, 3 seeds)",historical,17843200.0,697.0,503479.6443865741,503479.6443865741
"MAPPO (fixed 60, 3 seeds)",historical,17894400.0,699.0,502244.4140625,502244.4140625
"MAPPO (fixed 60, 3 seeds)",historical,17945600.0,701.0,500663.8194444445,500663.8194444445
"MAPPO (fixed 60, 3 seeds)",historical,17996800.0,703.0,499421.92563657416,499421.92563657416
"MAPPO (fixed 60, 3 seeds)",historical,18048000.0,705.0,500028.1672453704,500028.1672453704
"MAPPO (fixed 60, 3 seeds)",historical,18099200.0,707.0,500772.658275463,500772.658275463
"MAPPO (fixed 60, 3 seeds)",historical,18150400.0,709.0,501376.0118634259,501376.0118634259
"MAPPO (fixed 60, 3 seeds)",historical,18201600.0,711.0,501271.4959490741,501271.4959490741
"MAPPO (fixed 60, 3 seeds)",historical,18252800.0,713.0,501548.86747685185,501548.86747685185
"MAPPO (fixed 60, 3 seeds)",historical,18304000.0,715.0,502187.81394675927,502187.81394675927
"MAPPO (fixed 60, 3 seeds)",historical,18355200.0,717.0,502916.8243634259,502916.8243634259
"MAPPO (fixed 60, 3 seeds)",historical,18406400.0,719.0,503053.4479166667,503053.4479166667
"MAPPO (fixed 60, 3 seeds)",historical,18457600.0,721.0,503290.1863425926,503290.1863425926
"MAPPO (fixed 60, 3 seeds)",historical,18508800.0,723.0,503561.9947916667,503561.9947916667
"MAPPO (fixed 60, 3 seeds)",historical,18560000.0,725.0,504062.8854166667,504062.8854166667
"MAPPO (fixed 60, 3 seeds)",historical,18611200.0,727.0,504471.82494212966,504471.82494212966
"MAPPO (fixed 60, 3 seeds)",historical,18662400.0,729.0,504788.6229745371,504788.6229745371
"MAPPO (fixed 60, 3 seeds)",historical,18713600.0,731.0,505086.7146990741,505086.7146990741
"MAPPO (fixed 60, 3 seeds)",historical,18764800.0,733.0,504800.19589120365,504800.19589120365
"MAPPO (fixed 60, 3 seeds)",historical,18816000.0,735.0,504264.8370949074,504264.8370949074
"MAPPO (fixed 60, 3 seeds)",historical,18867200.0,737.0,504037.3090277778,504037.3090277778
"MAPPO (fixed 60, 3 seeds)",historical,18918400.0,739.0,503753.9464699074,503753.9464699074
"MAPPO (fixed 60, 3 seeds)",historical,18969600.0,741.0,503950.2083333333,503950.2083333333
"MAPPO (fixed 60, 3 seeds)",historical,19020800.0,743.0,504148.78096064815,504148.78096064815
"MAPPO (fixed 60, 3 seeds)",historical,19072000.0,745.0,505291.93518518517,505291.93518518517
"MAPPO (fixed 60, 3 seeds)",historical,19123200.0,747.0,506357.45167824073,506357.45167824073
"MAPPO (fixed 60, 3 seeds)",historical,19174400.0,749.0,506577.4082754629,506577.4082754629
"MAPPO (fixed 60, 3 seeds)",historical,19225600.0,751.0,506457.5520833333,506457.5520833333
"MAPPO (fixed 60, 3 seeds)",historical,19276800.0,753.0,506374.7786458333,506374.7786458333
"MAPPO (fixed 60, 3 seeds)",historical,19328000.0,755.0,507445.93518518517,507445.93518518517
"MAPPO (fixed 60, 3 seeds)",historical,19379200.0,757.0,508251.4007523148,508251.4007523148
"MAPPO (fixed 60, 3 seeds)",historical,19430400.0,759.0,508500.82089120365,508500.82089120365
"MAPPO (fixed 60, 3 seeds)",historical,19481600.0,761.0,507925.88888888893,507925.88888888893
"MAPPO (fixed 60, 3 seeds)",historical,19532800.0,763.0,507587.65306712966,507587.65306712966
"MAPPO (fixed 60, 3 seeds)",historical,19584000.0,765.0,507720.0434027778,507720.0434027778
"MAPPO (fixed 60, 3 seeds)",historical,19635200.0,767.0,508163.78587962966,508163.78587962966
"MAPPO (fixed 60, 3 seeds)",historical,19686400.0,769.0,508564.63802083343,508564.63802083343
"MAPPO (fixed 60, 3 seeds)",historical,19737600.0,771.0,509181.892650463,509181.892650463
"MAPPO (fixed 60, 3 seeds)",historical,19788800.0,773.0,510073.2089120371,510073.2089120371
"MAPPO (fixed 60, 3 seeds)",historical,19840000.0,775.0,510711.59519675927,510711.59519675927
"MAPPO (fixed 60, 3 seeds)",historical,19891200.0,777.0,510581.41956018517,510581.41956018517
"MAPPO (fixed 60, 3 seeds)",historical,19942400.0,779.0,509808.41232638893,509808.41232638893
"MAPPO (fixed 60, 3 seeds)",historical,19993600.0,781.0,509303.12557870365,509303.12557870365
"MAPPO (fixed 60, 3 seeds)",historical,20044800.0,783.0,509380.08912037034,509380.08912037034
"MAPPO (fixed 60, 3 seeds)",historical,20096000.0,785.0,509734.3645833333,509734.3645833333
"MAPPO (fixed 60, 3 seeds)",historical,20147200.0,787.0,510093.50810185185,510093.50810185185
"MAPPO (fixed 60, 3 seeds)",historical,20198400.0,789.0,510359.5743634259,510359.5743634259
"MAPPO (fixed 60, 3 seeds)",historical,20249600.0,791.0,510949.3541666667,510949.3541666667
"MAPPO (fixed 60, 3 seeds)",historical,20300800.0,793.0,511405.39091435185,511405.39091435185
"MAPPO (fixed 60, 3 seeds)",historical,20352000.0,795.0,511405.8816550926,511405.8816550926
"MAPPO (fixed 60, 3 seeds)",historical,20403200.0,797.0,510791.3631365741,510791.3631365741
"MAPPO (fixed 60, 3 seeds)",historical,20454400.0,799.0,510399.05729166674,510399.05729166674
"MAPPO (fixed 60, 3 seeds)",historical,20505600.0,801.0,510535.63368055556,510535.63368055556
"MAPPO (fixed 60, 3 seeds)",historical,20556800.0,803.0,510784.22540509264,510784.22540509264
"MAPPO (fixed 60, 3 seeds)",historical,20608000.0,805.0,510760.0703125,510760.0703125
"MAPPO (fixed 60, 3 seeds)",historical,20659200.0,807.0,510761.4322916667,510761.4322916667
"MAPPO (fixed 60, 3 seeds)",historical,20710400.0,809.0,511018.31192129635,511018.31192129635
"MAPPO (fixed 60, 3 seeds)",historical,20761600.0,811.0,511160.44357638893,511160.44357638893
"MAPPO (fixed 60, 3 seeds)",historical,20812800.0,813.0,510841.853587963,510841.853587963
"MAPPO (fixed 60, 3 seeds)",historical,20864000.0,815.0,510742.7829861112,510742.7829861112
"MAPPO (fixed 60, 3 seeds)",historical,20915200.0,817.0,510606.0963541667,510606.0963541667
"MAPPO (fixed 60, 3 seeds)",historical,20966400.0,819.0,511251.02112268517,511251.02112268517
"MAPPO (fixed 60, 3 seeds)",historical,21017600.0,821.0,511244.599537037,511244.599537037
"MAPPO (fixed 60, 3 seeds)",historical,21068800.0,823.0,511814.84288194444,511814.84288194444
"MAPPO (fixed 60, 3 seeds)",historical,21120000.0,825.0,511680.6458333333,511680.6458333333
"MAPPO (fixed 60, 3 seeds)",historical,21171200.0,827.0,512303.2841435186,512303.2841435186
"MAPPO (fixed 60, 3 seeds)",historical,21222400.0,829.0,512577.830150463,512577.830150463
"MAPPO (fixed 60, 3 seeds)",historical,21273600.0,831.0,513517.4823495371,513517.4823495371
"MAPPO (fixed 60, 3 seeds)",historical,21324800.0,833.0,513622.48292824073,513622.48292824073
"MAPPO (fixed 60, 3 seeds)",historical,21376000.0,835.0,513710.800636574,513710.800636574
"MAPPO (fixed 60, 3 seeds)",historical,21427200.0,837.0,513670.95052083326,513670.95052083326
"MAPPO (fixed 60, 3 seeds)",historical,21478400.0,839.0,514767.6603009259,514767.6603009259
"MAPPO (fixed 60, 3 seeds)",historical,21529600.0,841.0,515955.3504050926,515955.3504050926
"MAPPO (fixed 60, 3 seeds)",historical,21580800.0,843.0,516648.330150463,516648.330150463
"MAPPO (fixed 60, 3 seeds)",historical,21632000.0,845.0,515961.57667824073,515961.57667824073
"MAPPO (fixed 60, 3 seeds)",historical,21683200.0,847.0,515185.7919560185,515185.7919560185
"MAPPO (fixed 60, 3 seeds)",historical,21734400.0,849.0,513901.25752314815,513901.25752314815
"MAPPO (fixed 60, 3 seeds)",historical,21785600.0,851.0,513818.7829861112,513818.7829861112
"MAPPO (fixed 60, 3 seeds)",historical,21836800.0,853.0,513688.1811342593,513688.1811342593
"MAPPO (fixed 60, 3 seeds)",historical,21888000.0,855.0,514577.18026620377,514577.18026620377
"MAPPO (fixed 60, 3 seeds)",historical,21939200.0,857.0,514681.7647569445,514681.7647569445
"MAPPO (fixed 60, 3 seeds)",historical,21990400.0,859.0,515009.0784143519,515009.0784143519
"MAPPO (fixed 60, 3 seeds)",historical,22041600.0,861.0,515093.2297453704,515093.2297453704
"MAPPO (fixed 60, 3 seeds)",historical,22092800.0,863.0,515811.70138888893,515811.70138888893
"MAPPO (fixed 60, 3 seeds)",historical,22144000.0,865.0,516079.45167824073,516079.45167824073
"MAPPO (fixed 60, 3 seeds)",historical,22195200.0,867.0,516600.3738425926,516600.3738425926
"MAPPO (fixed 60, 3 seeds)",historical,22246400.0,869.0,516236.06423611107,516236.06423611107
"MAPPO (fixed 60, 3 seeds)",historical,22297600.0,871.0,516609.966724537,516609.966724537
"MAPPO (fixed 60, 3 seeds)",historical,22348800.0,873.0,516329.859375,516329.859375
"MAPPO (fixed 60, 3 seeds)",historical,22400000.0,875.0,516478.20920138893,516478.20920138893
"MAPPO (fixed 60, 3 seeds)",historical,22451200.0,877.0,515978.30931712966,515978.30931712966
"MAPPO (fixed 60, 3 seeds)",historical,22502400.0,879.0,515636.11689814815,515636.11689814815
"MAPPO (fixed 60, 3 seeds)",historical,22553600.0,881.0,516109.40682870377,516109.40682870377
"MAPPO (fixed 60, 3 seeds)",historical,22604800.0,883.0,517225.83535879635,517225.83535879635
"MAPPO (fixed 60, 3 seeds)",historical,22656000.0,885.0,518702.10329861107,518702.10329861107
"MAPPO (fixed 60, 3 seeds)",historical,22707200.0,887.0,519127.0894097222,519127.0894097222
"MAPPO (fixed 60, 3 seeds)",historical,22758400.0,889.0,518649.8663194445,518649.8663194445
"MAPPO (fixed 60, 3 seeds)",historical,22809600.0,891.0,517959.9973958333,517959.9973958333
"MAPPO (fixed 60, 3 seeds)",historical,22860800.0,893.0,517722.6380208333,517722.6380208333
"MAPPO (fixed 60, 3 seeds)",historical,22912000.0,895.0,518177.85300925927,518177.85300925927
"MAPPO (fixed 60, 3 seeds)",historical,22963200.0,897.0,518635.9247685185,518635.9247685185
"MAPPO (fixed 60, 3 seeds)",historical,23014400.0,899.0,519044.6365740741,519044.6365740741
"MAPPO (fixed 60, 3 seeds)",historical,23065600.0,901.0,519541.6189236112,519541.6189236112
"MAPPO (fixed 60, 3 seeds)",historical,23116800.0,903.0,519996.0188078704,519996.0188078704
"MAPPO (fixed 60, 3 seeds)",historical,23168000.0,905.0,520488.1672453704,520488.1672453704
"MAPPO (fixed 60, 3 seeds)",historical,23219200.0,907.0,520157.7939814815,520157.7939814815
"MAPPO (fixed 60, 3 seeds)",historical,23270400.0,909.0,519492.5978009259,519492.5978009259
"MAPPO (fixed 60, 3 seeds)",historical,23321600.0,911.0,518304.3003472222,518304.3003472222
"MAPPO (fixed 60, 3 seeds)",historical,23372800.0,913.0,517518.14901620365,517518.14901620365
"MAPPO (fixed 60, 3 seeds)",historical,23424000.0,915.0,517709.35503472225,517709.35503472225
"MAPPO (fixed 60, 3 seeds)",historical,23475200.0,917.0,518266.5572916667,518266.5572916667
"MAPPO (fixed 60, 3 seeds)",historical,23526400.0,919.0,519369.7841435185,519369.7841435185
"MAPPO (fixed 60, 3 seeds)",historical,23577600.0,921.0,519836.07060185185,519836.07060185185
"MAPPO (fixed 60, 3 seeds)",historical,23628800.0,923.0,520942.6513310185,520942.6513310185
"MAPPO (fixed 60, 3 seeds)",historical,23680000.0,925.0,521356.8035300926,521356.8035300926
"MAPPO (fixed 60, 3 seeds)",historical,23731200.0,927.0,521726.5370370371,521726.5370370371
"MAPPO (fixed 60, 3 seeds)",historical,23782400.0,929.0,521026.2459490741,521026.2459490741
"MAPPO (fixed 60, 3 seeds)",historical,23833600.0,931.0,520632.3547453704,520632.3547453704
"MAPPO (fixed 60, 3 seeds)",historical,23884800.0,933.0,519981.13339120365,519981.13339120365
"MAPPO (fixed 60, 3 seeds)",historical,23936000.0,935.0,519682.5737847222,519682.5737847222
"MAPPO (fixed 60, 3 seeds)",historical,23987200.0,937.0,519107.4516782407,519107.4516782407
"MAPPO (fixed 60, 3 seeds)",historical,24038400.0,939.0,519384.755787037,519384.755787037
"MAPPO (fixed 60, 3 seeds)",historical,24089600.0,941.0,519985.96730324073,519985.96730324073
"MAPPO (fixed 60, 3 seeds)",historical,24140800.0,943.0,521076.80902777775,521076.80902777775
"MAPPO (fixed 60, 3 seeds)",historical,24192000.0,945.0,520918.38975694444,520918.38975694444
"MAPPO (fixed 60, 3 seeds)",historical,24243200.0,947.0,520187.30815972225,520187.30815972225
"MAPPO (fixed 60, 3 seeds)",historical,24294400.0,949.0,519028.0830439815,519028.0830439815
"MAPPO (fixed 60, 3 seeds)",historical,24345600.0,951.0,519030.2586805555,519030.2586805555
"MAPPO (fixed 60, 3 seeds)",historical,24396800.0,953.0,519464.81192129623,519464.81192129623
"MAPPO (fixed 60, 3 seeds)",historical,24448000.0,955.0,520090.1446759259,520090.1446759259
"MAPPO (fixed 60, 3 seeds)",historical,24499200.0,957.0,519907.53848379635,519907.53848379635
"MAPPO (fixed 60, 3 seeds)",historical,24550400.0,959.0,519492.9875578704,519492.9875578704
"MAPPO (fixed 60, 3 seeds)",historical,24601600.0,961.0,518859.4814814815,518859.4814814815
"MAPPO (fixed 60, 3 seeds)",historical,24652800.0,963.0,518997.31307870365,518997.31307870365
"MAPPO (fixed 60, 3 seeds)",historical,24704000.0,965.0,519579.5107060185,519579.5107060185
"MAPPO (fixed 60, 3 seeds)",historical,24755200.0,967.0,520625.18026620377,520625.18026620377
"MAPPO (fixed 60, 3 seeds)",historical,24806400.0,969.0,521290.71035879635,521290.71035879635
"MAPPO (fixed 60, 3 seeds)",historical,24857600.0,971.0,521982.21035879635,521982.21035879635
"MAPPO (fixed 60, 3 seeds)",historical,24908800.0,973.0,522559.1160300926,522559.1160300926
"MAPPO (fixed 60, 3 seeds)",historical,24960000.0,975.0,523147.82870370365,523147.82870370365
