series,source_kind,learning_episode,mean,std
"MAPPO (fixed 60, 3 seeds)",historical,629.0,495616.26736111107,3946.3793832771103
"MAPPO (fixed 60, 3 seeds)",historical,631.0,494824.77777777775,4945.993851790522
"MAPPO (fixed 60, 3 seeds)",historical,633.0,495362.72829861107,4895.679117272479
"MAPPO (fixed 60, 3 seeds)",historical,635.0,494818.2213541667,3622.3665397178656
"MAPPO (fixed 60, 3 seeds)",historical,637.0,496362.33506944444,3007.714987606094
"MAPPO (fixed 60, 3 seeds)",historical,639.0,494763.6866319445,3057.0591181361224
"MAPPO (fixed 60, 3 seeds)",historical,641.0,495712.81076388893,2017.8847596508974
"MAPPO (fixed 60, 3 seeds)",historical,643.0,496026.82378472225,2238.5297773967186
"MAPPO (fixed 60, 3 seeds)",historical,645.0,496438.06684027775,3608.201126676922
"MAPPO (fixed 60, 3 seeds)",historical,647.0,496621.7161458333,5773.145539977211
"MAPPO (fixed 60, 3 seeds)",historical,649.0,495554.9427083333,6253.062348563785
"MAPPO (fixed 60, 3 seeds)",historical,651.0,496676.25,4245.266534189234
"MAPPO (fixed 60, 3 seeds)",historical,653.0,496308.0911458333,3257.6646365082433
"MAPPO (fixed 60, 3 seeds)",historical,655.0,496218.8567708333,3146.0483265911203
"MAPPO (fixed 60, 3 seeds)",historical,657.0,495553.4071180555,5647.181609369538
"MAPPO (fixed 60, 3 seeds)",historical,659.0,495553.26996527775,4190.9280784248995
"MAPPO (fixed 60, 3 seeds)",historical,661.0,497727.5208333333,4106.046456526199
"MAPPO (fixed 60, 3 seeds)",historical,663.0,498364.05121527775,2978.9484783658436
"MAPPO (fixed 60, 3 seeds)",historical,665.0,500421.6840277778,4156.061869726386
"MAPPO (fixed 60, 3 seeds)",historical,667.0,499627.56597222225,3387.616309494098
"MAPPO (fixed 60, 3 seeds)",historical,669.0,499543.5807291667,3698.710192849542
"MAPPO (fixed 60, 3 seeds)",historical,671.0,498531.36284722225,4182.129208946669
"MAPPO (fixed 60, 3 seeds)",historical,673.0,499702.70659722225,4002.333009928456
"MAPPO (fixed 60, 3 seeds)",historical,675.0,501061.4270833333,5367.077653883018
"MAPPO (fixed 60, 3 seeds)",historical,677.0,501174.4262152778,5814.8121871501135
"MAPPO (fixed 60, 3 seeds)",historical,679.0,500463.8654513888,6599.127380182837
"MAPPO (fixed 60, 3 seeds)",historical,681.0,501294.0703125,4983.274786069772
"MAPPO (fixed 60, 3 seeds)",historical,683.0,502705.7057291667,4564.462414344391
"MAPPO (fixed 60, 3 seeds)",historical,685.0,503284.40625,4132.137448850247
"MAPPO (fixed 60, 3 seeds)",historical,687.0,501509.82378472225,4041.8682597032457
"MAPPO (fixed 60, 3 seeds)",historical,689.0,500574.3967013888,5846.3759849376165
"MAPPO (fixed 60, 3 seeds)",historical,691.0,499894.76649305556,5580.613997271291
"MAPPO (fixed 60, 3 seeds)",historical,693.0,501968.27517361107,4574.872227638355
"MAPPO (fixed 60, 3 seeds)",historical,695.0,503380.6432291667,2442.8994134167356
"MAPPO (fixed 60, 3 seeds)",historical,697.0,504034.43836805556,3289.9829123390004
"MAPPO (fixed 60, 3 seeds)",historical,699.0,503023.8515625,4777.82321623621
"MAPPO (fixed 60, 3 seeds)",historical,701.0,499674.9522569445,5038.931609720399
"MAPPO (fixed 60, 3 seeds)",historical,703.0,499292.65451388893,4595.919955901564
"MAPPO (fixed 60, 3 seeds)",historical,705.0,499298.17013888893,5160.39354188659
"MAPPO (fixed 60, 3 seeds)",historical,707.0,501493.6770833333,4437.93608668181
"MAPPO (fixed 60, 3 seeds)",historical,709.0,501526.1276041667,3894.31908213955
"MAPPO (fixed 60, 3 seeds)",historical,711.0,501108.23090277775,2737.1958042156984
"MAPPO (fixed 60, 3 seeds)",historical,713.0,501180.1293402778,3548.952649120574
"MAPPO (fixed 60, 3 seeds)",historical,715.0,502358.2421875,4211.215082781633
"MAPPO (fixed 60, 3 seeds)",historical,717.0,503025.0703125,3847.5611396468876
"MAPPO (fixed 60, 3 seeds)",historical,719.0,503367.16059027775,4272.788659769451
"MAPPO (fixed 60, 3 seeds)",historical,721.0,502768.11284722225,3898.0933215465384
"MAPPO (fixed 60, 3 seeds)",historical,723.0,503735.2855902778,4998.062128469895
"MAPPO (fixed 60, 3 seeds)",historical,725.0,504182.5859375,5024.849859112373
"MAPPO (fixed 60, 3 seeds)",historical,727.0,504270.78472222225,4372.363731938041
"MAPPO (fixed 60, 3 seeds)",historical,729.0,504962.1041666667,4180.705198568091
"MAPPO (fixed 60, 3 seeds)",historical,731.0,505132.98003472225,3360.111674625259
"MAPPO (fixed 60, 3 seeds)",historical,733.0,505165.0598958333,3285.5826333118157
"MAPPO (fixed 60, 3 seeds)",historical,735.0,504102.54774305556,1912.9162552293058
"MAPPO (fixed 60, 3 seeds)",historical,737.0,503526.9036458333,2299.2362685194084
"MAPPO (fixed 60, 3 seeds)",historical,739.0,504482.4756944445,1185.1191513501242
"MAPPO (fixed 60, 3 seeds)",historical,741.0,503252.46006944444,469.6216538101343
"MAPPO (fixed 60, 3 seeds)",historical,743.0,504115.68923611107,826.7583126946117
"MAPPO (fixed 60, 3 seeds)",historical,745.0,505078.19357638893,336.5734439603165
"MAPPO (fixed 60, 3 seeds)",historical,747.0,506681.9227430555,2012.725740356684
"MAPPO (fixed 60, 3 seeds)",historical,749.0,507312.23871527775,1778.4142961439154
"MAPPO (fixed 60, 3 seeds)",historical,751.0,505738.06336805556,559.7206296543717
"MAPPO (fixed 60, 3 seeds)",historical,753.0,506322.3541666667,1481.8890657938678
"MAPPO (fixed 60, 3 seeds)",historical,755.0,507063.91840277775,1051.9243009838838
"MAPPO (fixed 60, 3 seeds)",historical,757.0,508951.53298611107,1023.509240722987
"MAPPO (fixed 60, 3 seeds)",historical,759.0,508738.75086805556,354.5939521939064
"MAPPO (fixed 60, 3 seeds)",historical,761.0,507812.17881944444,1899.6326408495652
"MAPPO (fixed 60, 3 seeds)",historical,763.0,507226.7369791667,2466.2423272995934
"MAPPO (fixed 60, 3 seeds)",historical,765.0,507724.04340277775,3100.074384997143
"MAPPO (fixed 60, 3 seeds)",historical,767.0,508209.34982638893,2665.3461696497984
"MAPPO (fixed 60, 3 seeds)",historical,769.0,508557.96440972225,3414.8554839979784
"MAPPO (fixed 60, 3 seeds)",historical,771.0,508926.59982638893,2990.7840556521983
"MAPPO (fixed 60, 3 seeds)",historical,773.0,510061.1137152778,2578.7305555018256
"MAPPO (fixed 60, 3 seeds)",historical,775.0,511231.91319444444,1568.484171595472
"MAPPO (fixed 60, 3 seeds)",historical,777.0,510841.75868055556,700.6435794346428
"MAPPO (fixed 60, 3 seeds)",historical,779.0,509670.58680555556,1132.446273568682
"MAPPO (fixed 60, 3 seeds)",historical,781.0,508912.89149305556,2623.4438543195392
"MAPPO (fixed 60, 3 seeds)",historical,783.0,509325.8984375,5110.970538911659
"MAPPO (fixed 60, 3 seeds)",historical,785.0,509901.4774305555,4475.168698726726
"MAPPO (fixed 60, 3 seeds)",historical,787.0,509975.71788194444,4188.979275550449
"MAPPO (fixed 60, 3 seeds)",historical,789.0,510403.32899305556,3910.100608884478
"MAPPO (fixed 60, 3 seeds)",historical,791.0,510699.67621527775,4089.603572465248
"MAPPO (fixed 60, 3 seeds)",historical,793.0,511745.0572916667,3028.8519544385003
"MAPPO (fixed 60, 3 seeds)",historical,795.0,511771.43923611107,1784.2944247907274
"MAPPO (fixed 60, 3 seeds)",historical,797.0,510701.1484375,3432.4664758854337
"MAPPO (fixed 60, 3 seeds)",historical,799.0,509901.5017361112,3478.378398139153
"MAPPO (fixed 60, 3 seeds)",historical,801.0,510594.52170138893,5667.1322964749515
"MAPPO (fixed 60, 3 seeds)",historical,803.0,511110.8776041667,5075.57484771736
"MAPPO (fixed 60, 3 seeds)",historical,805.0,510647.27690972225,5093.8646508539205
"MAPPO (fixed 60, 3 seeds)",historical,807.0,510522.05642361107,3464.6386470473353
"MAPPO (fixed 60, 3 seeds)",historical,809.0,511114.9635416667,3881.0666111948844
"MAPPO (fixed 60, 3 seeds)",historical,811.0,511417.9157986112,3455.2461252202365
"MAPPO (fixed 60, 3 seeds)",historical,813.0,510948.45138888893,3985.310838967507
"MAPPO (fixed 60, 3 seeds)",historical,815.0,510159.19357638893,2605.065640870191
"MAPPO (fixed 60, 3 seeds)",historical,817.0,511120.70399305556,4289.9476446300205
"MAPPO (fixed 60, 3 seeds)",historical,819.0,510538.39149305556,4175.370690502758
"MAPPO (fixed 60, 3 seeds)",historical,821.0,512093.96788194444,4302.0129065318015
"MAPPO (fixed 60, 3 seeds)",historical,823.0,511101.43923611107,3396.5347424081224
"MAPPO (fixed 60, 3 seeds)",historical,825.0,512249.1215277778,3164.453645519203
"MAPPO (fixed 60, 3 seeds)",historical,827.0,511691.3767361112,4381.829432724625
"MAPPO (fixed 60, 3 seeds)",historical,829.0,512969.3541666667,3585.7616599958537
"MAPPO (fixed 60, 3 seeds)",historical,831.0,513072.7595486112,4340.742881459452
"MAPPO (fixed 60, 3 seeds)",historical,833.0,514510.3333333333,2809.4828196337803
"MAPPO (fixed 60, 3 seeds)",historical,835.0,513284.35590277775,2918.485494670559
"MAPPO (fixed 60, 3 seeds)",historical,837.0,513337.71267361107,1096.7981029924458
"MAPPO (fixed 60, 3 seeds)",historical,839.0,514390.78298611107,2465.6272080583326
"MAPPO (fixed 60, 3 seeds)",historical,841.0,516574.48524305556,3089.6690414955715
"MAPPO (fixed 60, 3 seeds)",historical,843.0,516900.7829861112,3646.065866807115
"MAPPO (fixed 60, 3 seeds)",historical,845.0,516469.7222222222,2838.473679273344
"MAPPO (fixed 60, 3 seeds)",historical,847.0,514514.22482638893,2130.4722521204503
"MAPPO (fixed 60, 3 seeds)",historical,849.0,514573.42881944444,1831.4592256010149
"MAPPO (fixed 60, 3 seeds)",historical,851.0,512616.1189236112,1724.0316577869864
"MAPPO (fixed 60, 3 seeds)",historical,853.0,514266.8012152778,1996.26219664419
"MAPPO (fixed 60, 3 seeds)",historical,855.0,514181.62326388893,2659.734018853201
"MAPPO (fixed 60, 3 seeds)",historical,857.0,515283.11631944444,1444.6550255576494
"MAPPO (fixed 60, 3 seeds)",historical,859.0,514580.5546875,1365.8159231474333
"MAPPO (fixed 60, 3 seeds)",historical,861.0,515163.5642361112,2203.0022399312643
"MAPPO (fixed 60, 3 seeds)",historical,863.0,515535.5703125,1807.544728235236
"MAPPO (fixed 60, 3 seeds)",historical,865.0,516735.9696180555,1037.0941898395065
"MAPPO (fixed 60, 3 seeds)",historical,867.0,515966.8151041667,467.44107316156646
"MAPPO (fixed 60, 3 seeds)",historical,869.0,517098.3368055555,498.80581582380785
"MAPPO (fixed 60, 3 seeds)",historical,871.0,515643.04079861107,489.8269291958023
"MAPPO (fixed 60, 3 seeds)",historical,873.0,517088.52256944444,1606.3114254741522
"MAPPO (fixed 60, 3 seeds)",historical,875.0,516258.0147569445,2502.081475724768
"MAPPO (fixed 60, 3 seeds)",historical,877.0,516088.09027777775,2120.2851277248774
"MAPPO (fixed 60, 3 seeds)",historical,879.0,515588.8229166667,1523.0484788440278
"MAPPO (fixed 60, 3 seeds)",historical,881.0,515231.4375,862.1217718848272
"MAPPO (fixed 60, 3 seeds)",historical,883.0,517507.96006944444,2744.1506631154175
"MAPPO (fixed 60, 3 seeds)",historical,885.0,518938.10850694444,3035.4909216326587
"MAPPO (fixed 60, 3 seeds)",historical,887.0,519660.24131944444,4344.292934810518
"MAPPO (fixed 60, 3 seeds)",historical,889.0,518782.91840277775,2064.946307616293
"MAPPO (fixed 60, 3 seeds)",historical,891.0,517506.4392361112,2555.0771469651822
"MAPPO (fixed 60, 3 seeds)",historical,893.0,517590.63454861107,1406.1544099878981
"MAPPO (fixed 60, 3 seeds)",historical,895.0,518070.8402777778,2141.522012727937
"MAPPO (fixed 60, 3 seeds)",historical,897.0,518872.0842013888,1952.8120075395873
"MAPPO (fixed 60, 3 seeds)",historical,899.0,518964.84982638893,2668.2624530993176
"MAPPO (fixed 60, 3 seeds)",historical,901.0,519296.97569444444,2325.830264950798
"MAPPO (fixed 60, 3 seeds)",historical,903.0,520363.03125,2704.931415564681
"MAPPO (fixed 60, 3 seeds)",historical,905.0,520328.0494791667,2549.0799718922954
"MAPPO (fixed 60, 3 seeds)",historical,907.0,520773.42100694444,2778.2760322724826
"MAPPO (fixed 60, 3 seeds)",historical,909.0,519371.9114583333,3348.093564542617
"MAPPO (fixed 60, 3 seeds)",historical,911.0,518332.4609375,4655.053836764517
"MAPPO (fixed 60, 3 seeds)",historical,913.0,517208.5286458333,2496.0428241912286
"MAPPO (fixed 60, 3 seeds)",historical,915.0,517013.4574652778,3197.7124782982814
"MAPPO (fixed 60, 3 seeds)",historical,917.0,518906.07899305556,4849.081328635162
"MAPPO (fixed 60, 3 seeds)",historical,919.0,518880.1354166667,3822.8108460586145
"MAPPO (fixed 60, 3 seeds)",historical,921.0,520323.1380208333,2775.724406370443
"MAPPO (fixed 60, 3 seeds)",historical,923.0,520304.9383680555,1634.2057282631497
"MAPPO (fixed 60, 3 seeds)",historical,925.0,522199.8776041667,1412.438803196658
"MAPPO (fixed 60, 3 seeds)",historical,927.0,521565.59461805556,2802.7434056380544
"MAPPO (fixed 60, 3 seeds)",historical,929.0,521414.13888888893,3370.978472344288
"MAPPO (fixed 60, 3 seeds)",historical,931.0,520099.00434027775,3648.136402301805
"MAPPO (fixed 60, 3 seeds)",historical,933.0,520383.92100694444,3057.1344964823516
"MAPPO (fixed 60, 3 seeds)",historical,935.0,519460.4748263888,3742.341394571973
"MAPPO (fixed 60, 3 seeds)",historical,937.0,519203.3255208333,4543.180559428809
"MAPPO (fixed 60, 3 seeds)",historical,939.0,518658.5546875,3775.643501076634
"MAPPO (fixed 60, 3 seeds)",historical,941.0,520292.3871527778,2728.994749993519
"MAPPO (fixed 60, 3 seeds)",historical,943.0,521006.9600694445,2476.945443945669
"MAPPO (fixed 60, 3 seeds)",historical,945.0,521931.07986111107,2491.457558396678
"MAPPO (fixed 60, 3 seeds)",historical,947.0,519817.1293402778,3722.585062166904
"MAPPO (fixed 60, 3 seeds)",historical,949.0,518813.7152777778,2681.3726791751264
"MAPPO (fixed 60, 3 seeds)",historical,951.0,518453.4045138888,2557.973267464312
"MAPPO (fixed 60, 3 seeds)",historical,953.0,519823.65625,1893.410019955155
"MAPPO (fixed 60, 3 seeds)",historical,955.0,520117.375,1753.1069829939934
"MAPPO (fixed 60, 3 seeds)",historical,957.0,520329.40277777775,1861.7852953196686
"MAPPO (fixed 60, 3 seeds)",historical,959.0,519275.8376736112,1736.6897489632636
"MAPPO (fixed 60, 3 seeds)",historical,961.0,518873.7222222222,1798.2894076991097
"MAPPO (fixed 60, 3 seeds)",historical,963.0,518428.88454861107,1267.1167089043693
"MAPPO (fixed 60, 3 seeds)",historical,965.0,519689.3324652778,1760.7603523664998
"MAPPO (fixed 60, 3 seeds)",historical,967.0,520620.3151041667,1807.4444559424985
"MAPPO (fixed 60, 3 seeds)",historical,969.0,521565.8932291667,1073.2846924706346
"MAPPO (fixed 60, 3 seeds)",historical,971.0,521685.92274305556,686.7894881255526
"MAPPO (fixed 60, 3 seeds)",historical,973.0,522694.8151041667,498.33621723724116
"MAPPO (fixed 60, 3 seeds)",historical,975.0,523296.6102430555,1245.1564764677225
"MAPPO (fixed 60, 3 seeds)",historical,977.0,523452.0607638888,2052.9422247934385
"MAPPO (fixed 60, 3 seeds)",historical,979.0,522577.0399305555,1726.562425452419
"MAPPO (fixed 60, 3 seeds)",historical,981.0,522027.4869791667,538.6541128972228
"MAPPO (fixed 60, 3 seeds)",historical,983.0,521328.1015625,1867.575225588106
"MAPPO (fixed 60, 3 seeds)",historical,985.0,521579.2265625,2664.2329018414625
"MAPPO (fixed 60, 3 seeds)",historical,987.0,521545.2395833333,1891.112844810372
"MAPPO (fixed 60, 3 seeds)",historical,989.0,521830.61892361107,1235.177424739546
"MAPPO (fixed 60, 3 seeds)",historical,991.0,521538.19878472225,768.621695540679
"MAPPO (fixed 60, 3 seeds)",historical,993.0,521999.8897569445,1688.8505901786173
"MAPPO (fixed 60, 3 seeds)",historical,995.0,521540.2161458333,2765.034284724742
"MAPPO (fixed 60, 3 seeds)",historical,997.0,522548.7057291667,2710.8706159421354
"MAPPO (fixed 60, 3 seeds)",historical,999.0,521770.22222222225,2361.9366963598914
"MAPPO (fixed 60, 3 seeds)",historical,1001.0,523769.74305555556,958.711095017896
"MAPPO (fixed 60, 3 seeds)",historical,1003.0,523533.2161458333,965.4367292400566
"MAPPO (fixed 60, 3 seeds)",historical,1005.0,524197.9835069445,931.0477591486055
"MAPPO (fixed 60, 3 seeds)",historical,1007.0,523541.33506944444,1120.2765120366926
"MAPPO (fixed 60, 3 seeds)",historical,1009.0,523272.4991319445,1082.4686874674778
"MAPPO (fixed 60, 3 seeds)",historical,1011.0,523138.8802083333,1565.9756829629573
"MAPPO (fixed 60, 3 seeds)",historical,1013.0,523152.77951388893,945.7849246139743
"MAPPO (fixed 60, 3 seeds)",historical,1015.0,522357.9088541667,359.05513626612935
"MAPPO (fixed 60, 3 seeds)",historical,1017.0,522807.8385416667,1013.5291592360016
"MAPPO (fixed 60, 3 seeds)",historical,1019.0,522966.4600694445,2237.6854356651124
"MAPPO (fixed 60, 3 seeds)",historical,1021.0,524402.7769097222,2004.9724499430222
"MAPPO (fixed 60, 3 seeds)",historical,1023.0,524380.1597222222,2008.3295511000035
"MAPPO (fixed 60, 3 seeds)",historical,1025.0,524421.2560763889,1872.518626335625
"MAPPO (fixed 60, 3 seeds)",historical,1027.0,524364.3715277779,2508.5952409594047
"MAPPO (fixed 60, 3 seeds)",historical,1029.0,523790.28993055556,1994.9443175023675
"MAPPO (fixed 60, 3 seeds)",historical,1031.0,523564.04513888893,946.241663747267
"MAPPO (fixed 60, 3 seeds)",historical,1033.0,524601.4279513889,681.8401131049129
"MAPPO (fixed 60, 3 seeds)",historical,1035.0,525295.8064236111,209.0919951168318
"MAPPO (fixed 60, 3 seeds)",historical,1037.0,524551.1831597221,1127.6774747635795
"MAPPO (fixed 60, 3 seeds)",historical,1039.0,524310.2986111111,900.0544113962861
"MAPPO (fixed 60, 3 seeds)",historical,1041.0,524471.8463541666,921.009890523752
"MAPPO (fixed 60, 3 seeds)",historical,1043.0,524776.5868055555,1128.4814491930306
"MAPPO (fixed 60, 3 seeds)",historical,1045.0,523792.11545138893,1155.850783743587
"MAPPO (fixed 60, 3 seeds)",historical,1047.0,524028.3185763888,1859.4361380981159
"MAPPO (fixed 60, 3 seeds)",historical,1049.0,525456.0260416666,1217.514809928828
"MAPPO (fixed 60, 3 seeds)",historical,1051.0,526115.2178819445,2533.6422197968514
"MAPPO (fixed 60, 3 seeds)",historical,1053.0,524760.6197916666,2251.176577976364
"MAPPO (fixed 60, 3 seeds)",historical,1055.0,524022.8541666667,2473.157559100041
"MAPPO (fixed 60, 3 seeds)",historical,1057.0,524488.1119791666,1861.403042470152
"MAPPO (fixed 60, 3 seeds)",historical,1059.0,526062.7916666666,827.9170885412316
"MAPPO (fixed 60, 3 seeds)",historical,1061.0,527426.9270833334,1332.652727150981
"MAPPO (fixed 60, 3 seeds)",historical,1063.0,528090.4479166666,1638.2318956330198
"MAPPO (fixed 60, 3 seeds)",historical,1065.0,527920.9557291666,2019.8288021493101
"MAPPO (fixed 60, 3 seeds)",historical,1067.0,527352.1388888889,688.7184274063427
"MAPPO (fixed 60, 3 seeds)",historical,1069.0,526502.5789930555,815.2640307830726
"MAPPO (fixed 60, 3 seeds)",historical,1071.0,526607.2300347224,1584.6125057978318
"MAPPO (fixed 60, 3 seeds)",historical,1073.0,527222.9071180556,3273.4628510757493
"MAPPO (fixed 60, 3 seeds)",historical,1075.0,527717.6753472224,2675.947185171794
"MAPPO (fixed 60, 3 seeds)",historical,1077.0,527928.6605902779,1860.2196092539864
"MAPPO (fixed 60, 3 seeds)",historical,1079.0,527776.4279513889,341.1844231800893
"MAPPO (fixed 60, 3 seeds)",historical,1081.0,526950.3411458334,752.639769868019
"MAPPO (fixed 60, 3 seeds)",historical,1083.0,526088.4826388889,1239.7032155905745
"MAPPO (fixed 60, 3 seeds)",historical,1085.0,523782.0390625,875.9027232042646
"MAPPO (fixed 60, 3 seeds)",historical,1087.0,523883.1987847222,1703.6010309325613
"MAPPO (fixed 60, 3 seeds)",historical,1089.0,524861.1180555555,2096.2955672724725
"MAPPO (fixed 60, 3 seeds)",historical,1091.0,527101.4019097221,1429.3251940641546
"MAPPO (fixed 60, 3 seeds)",historical,1093.0,527090.1267361111,82.70056694176468
"MAPPO (fixed 60, 3 seeds)",historical,1095.0,526781.986111111,693.8217879906368
"MAPPO (fixed 60, 3 seeds)",historical,1097.0,526758.6840277776,1026.7169960761148
"MAPPO (fixed 60, 3 seeds)",historical,1099.0,526405.8628472224,2077.2731525596582
"MAPPO (fixed 60, 3 seeds)",historical,1101.0,527126.5711805556,1288.7842297437714
"MAPPO (fixed 60, 3 seeds)",historical,1103.0,527550.4956597224,1525.4267167067194
