series,environment_steps,environment_steps_million,raw_value,three_point_smoothed_value
MAPPO strict 1+5,20966400,20.9664,448160.625,447120.2708333333
MAPPO strict 1+5,21017600,21.0176,445225.28125,446680.4583333333
MAPPO strict 1+5,21068800,21.0688,446655.46875,445130.8333333333
MAPPO strict 1+5,21120000,21.12,443511.75,444249.4479166667
MAPPO strict 1+5,21171200,21.1712,442581.125,442125.4270833333
MAPPO strict 1+5,21222400,21.2224,440283.40625,441364.9479166667
MAPPO strict 1+5,21273600,21.2736,441230.3125,440864.25
MAPPO strict 1+5,21324800,21.3248,441079.03125,441742.21875
MAPPO strict 1+5,21376000,21.376,442917.3125,441117.1354166667
MAPPO strict 1+5,21427200,21.4272,439355.0625,440558.1770833333
MAPPO strict 1+5,21478400,21.4784,439402.15625,440787.84375
MAPPO strict 1+5,21529600,21.5296,443606.3125,441893.2083333333
MAPPO strict 1+5,21580800,21.5808,442671.15625,443970.1458333333
MAPPO strict 1+5,21632000,21.632,445632.96875,445401.1979166667
MAPPO strict 1+5,21683200,21.6832,447899.46875,447326.1666666667
MAPPO strict 1+5,21734400,21.7344,448446.0625,449405.3229166667
MAPPO strict 1+5,21785600,21.7856,451870.4375,450085.2395833333
MAPPO strict 1+5,21836800,21.8368,449939.21875,450377.3541666667
MAPPO strict 1+5,21888000,21.888,449322.40625,448503.5729166667
MAPPO strict 1+5,21939200,21.9392,446249.09375,446225.8229166667
MAPPO strict 1+5,21990400,21.9904,443105.96875,445607.2291666667
MAPPO strict 1+5,22041600,22.0416,447466.625,445499.4166666667
MAPPO strict 1+5,22092800,22.0928,445925.65625,446145.9583333333
MAPPO strict 1+5,22144000,22.144,445045.59375,444599.0833333333
MAPPO strict 1+5,22195200,22.1952,442826.0,445234.25
MAPPO strict 1+5,22246400,22.2464,447831.15625,445167.6041666667
MAPPO strict 1+5,22297600,22.2976,444845.65625,446491.1354166667
MAPPO strict 1+5,22348800,22.3488,446796.59375,446634.9375
MAPPO strict 1+5,22400000,22.4,448262.5625,447304.6770833333
MAPPO strict 1+5,22451200,22.4512,446854.875,447671.7708333333
MAPPO strict 1+5,22502400,22.5024,447897.875,448633.03125
MAPPO strict 1+5,22553600,22.5536,451146.34375,449823.7291666667
MAPPO strict 1+5,22604800,22.6048,450426.96875,451535.5208333333
MAPPO strict 1+5,22656000,22.656,453033.25,451355.0416666667
MAPPO strict 1+5,22707200,22.7072,450604.90625,451053.5104166667
MAPPO strict 1+5,22758400,22.7584,449522.375,449980.2708333333
MAPPO strict 1+5,22809600,22.8096,449813.53125,449179.3229166667
MAPPO strict 1+5,22860800,22.8608,448202.0625,447834.25
MAPPO strict 1+5,22912000,22.912,445487.15625,448264.1666666667
MAPPO strict 1+5,22963200,22.9632,451103.28125,448421.3333333333
MAPPO strict 1+5,23014400,23.0144,448673.5625,448901.3854166667
MAPPO strict 1+5,23065600,23.0656,446927.3125,447645.875
MAPPO strict 1+5,23116800,23.1168,447336.75,447890.5833333333
MAPPO strict 1+5,23168000,23.168,449407.6875,448958.71875
MAPPO strict 1+5,23219200,23.2192,450131.71875,449592.125
MAPPO strict 1+5,23270400,23.2704,449236.96875,449900.5520833333
MAPPO strict 1+5,23321600,23.3216,450332.96875,449749.6354166667
MAPPO strict 1+5,23372800,23.3728,449678.96875,449093.15625
MAPPO strict 1+5,23424000,23.424,447267.53125,449216.5208333333
MAPPO strict 1+5,23475200,23.4752,450703.0625,450708.5833333333
MAPPO strict 1+5,23526400,23.5264,454155.15625,453226.9375
MAPPO strict 1+5,23577600,23.5776,454822.59375,454530.6875
MAPPO strict 1+5,23628800,23.6288,454614.3125,454196.53125
MAPPO strict 1+5,23680000,23.68,453152.6875,453663.9479166667
MAPPO strict 1+5,23731200,23.7312,453224.84375,453216.28125
MAPPO strict 1+5,23782400,23.7824,453271.3125,453751.7291666667
MAPPO strict 1+5,23833600,23.8336,454759.03125,453528.2395833333
MAPPO strict 1+5,23884800,23.8848,452554.375,452845.1041666667
MAPPO strict 1+5,23936000,23.936,451221.90625,451291.65625
MAPPO strict 1+5,23987200,23.9872,450098.6875,451740.75
MAPPO strict 1+5,24038400,24.0384,453901.65625,452367.8541666667
MAPPO strict 1+5,24089600,24.0896,453103.21875,453458.2916666667
MAPPO strict 1+5,24140800,24.1408,453370.0,452428.0
MAPPO strict 1+5,24192000,24.192,450810.78125,450897.9479166667
MAPPO strict 1+5,24243200,24.2432,448513.0625,449616.5729166667
MAPPO strict 1+5,24294400,24.2944,449525.875,449127.9583333333
MAPPO strict 1+5,24345600,24.3456,449344.9375,449067.59375
MAPPO strict 1+5,24396800,24.3968,448331.96875,448433.7916666667
MAPPO strict 1+5,24448000,24.448,447624.46875,448545.875
MAPPO strict 1+5,24499200,24.4992,449681.1875,449413.15625
MAPPO strict 1+5,24550400,24.5504,450933.8125,450134.09375
MAPPO strict 1+5,24601600,24.6016,449787.28125,449821.9166666667
MAPPO strict 1+5,24652800,24.6528,448744.65625,450210.4375
MAPPO strict 1+5,24704000,24.704,452099.375,450810.6354166667
MAPPO strict 1+5,24755200,24.7552,451587.875,451875.90625
MAPPO strict 1+5,24806400,24.8064,451940.46875,451287.9166666667
MAPPO strict 1+5,24857600,24.8576,450335.40625,450879.2604166667
MAPPO strict 1+5,24908800,24.9088,450361.90625,450069.0416666667
MAPPO strict 1+5,24960000,24.96,449509.8125,450696.59375
MAPPO strict 1+5,25011200,25.0112,452218.0625,450601.03125
MAPPO strict 1+5,25062400,25.0624,450075.21875,450571.0416666667
MAPPO strict 1+5,25113600,25.1136,449419.84375,448970.4583333333
MAPPO strict 1+5,25164800,25.1648,447416.3125,448858.3020833333
MAPPO strict 1+5,25216000,25.216,449738.75,449294.5208333333
MAPPO strict 1+5,25267200,25.2672,450728.5,449523.2604166667
MAPPO strict 1+5,25318400,25.3184,448102.53125,449927.59375
MAPPO strict 1+5,25369600,25.3696,450951.75,450097.6458333333
MAPPO strict 1+5,25420800,25.4208,451238.65625,450906.34375
MAPPO strict 1+5,25472000,25.472,450528.625,450367.7395833333
MAPPO strict 1+5,25523200,25.5232,449335.9375,450567.0625
MAPPO strict 1+5,25574400,25.5744,451836.625,452010.1041666667
MAPPO strict 1+5,25625600,25.6256,454857.75,453731.4479166667
MAPPO strict 1+5,25676800,25.6768,454499.96875,453823.1145833333
MAPPO strict 1+5,25728000,25.728,452111.625,452756.7916666667
MAPPO strict 1+5,25779200,25.7792,451658.78125,451982.375
MAPPO strict 1+5,25830400,25.8304,452176.71875,450857.2708333333
MAPPO strict 1+5,25881600,25.8816,448736.3125,449863.0833333333
MAPPO strict 1+5,25932800,25.9328,448676.21875,449170.1979166667
MAPPO strict 1+5,25984000,25.984,450098.0625,448865.7708333333
MAPPO strict 1+5,26035200,26.0352,447823.03125,448886.9270833333
MAPPO strict 1+5,26086400,26.0864,448739.6875,449414.6770833333
MAPPO strict 1+5,26137600,26.1376,451681.3125,450334.9166666667
MAPPO strict 1+5,26188800,26.1888,450583.75,451751.3333333333
MAPPO strict 1+5,26240000,26.24,452988.9375,451487.9166666667
MAPPO strict 1+5,26291200,26.2912,450891.0625,452427.4895833333
MAPPO strict 1+5,26342400,26.3424,453402.46875,453450.9895833333
MAPPO strict 1+5,26393600,26.3936,456059.4375,454702.75
MAPPO strict 1+5,26444800,26.4448,454646.34375,456058.46875
MAPPO strict 1+5,26496000,26.496,457469.625,456145.4166666667
MAPPO strict 1+5,26547200,26.5472,456320.28125,456389.1770833333
MAPPO strict 1+5,26598400,26.5984,455377.625,456800.1770833333
MAPPO strict 1+5,26649600,26.6496,458702.625,457207.6354166667
MAPPO strict 1+5,26700800,26.7008,457542.65625,457695.0208333333
MAPPO strict 1+5,26752000,26.752,456839.78125,456862.21875
MAPPO strict 1+5,26803200,26.8032,456204.21875,456324.5416666667
MAPPO strict 1+5,26854400,26.8544,455929.625,454970.1458333333
MAPPO strict 1+5,26905600,26.9056,452776.59375,452929.5625
MAPPO strict 1+5,26956800,26.9568,450082.46875,452611.7083333333
MAPPO strict 1+5,27008000,27.008,454976.0625,453137.3854166667
MAPPO strict 1+5,27059200,27.0592,454353.625,454120.7083333333
MAPPO strict 1+5,27110400,27.1104,453032.4375,453454.0
MAPPO strict 1+5,27161600,27.1616,452975.9375,453851.1770833333
MAPPO strict 1+5,27212800,27.2128,455545.15625,453251.40625
MAPPO strict 1+5,27264000,27.264,451233.125,454312.5729166667
MAPPO strict 1+5,27315200,27.3152,456159.4375,454121.2604166667
MAPPO strict 1+5,27366400,27.3664,454971.21875,455120.0208333333
MAPPO strict 1+5,27417600,27.4176,454229.40625,454495.9270833333
MAPPO strict 1+5,27468800,27.4688,454287.15625,454367.3541666667
MAPPO strict 1+5,27520000,27.52,454585.5,455981.46875
MAPPO strict 1+5,27571200,27.5712,459071.75,457044.1458333333
MAPPO strict 1+5,27622400,27.6224,457475.1875,456906.0625
MAPPO strict 1+5,27673600,27.6736,454171.25,453920.4895833333
MAPPO strict 1+5,27724800,27.7248,450115.03125,453071.53125
MAPPO strict 1+5,27776000,27.776,454928.3125,453678.5729166667
MAPPO strict 1+5,27827200,27.8272,455992.375,456073.1979166667
MAPPO strict 1+5,27878400,27.8784,457298.90625,456187.6979166667
MAPPO strict 1+5,27929600,27.9296,455271.8125,455769.0416666667
MAPPO strict 1+5,27980800,27.9808,454736.40625,454189.2916666667
MAPPO strict 1+5,28032000,28.032,452559.65625,453911.4166666667
MAPPO strict 1+5,28083200,28.0832,454438.1875,453395.125
MAPPO strict 1+5,28134400,28.1344,453187.53125,454087.7708333333
MAPPO strict 1+5,28185600,28.1856,454637.59375,453880.3645833333
MAPPO strict 1+5,28236800,28.2368,453815.96875,454345.4270833333
MAPPO strict 1+5,28288000,28.288,454582.71875,452496.1770833333
MAPPO strict 1+5,28339200,28.3392,449089.84375,452000.4375
MAPPO strict 1+5,28390400,28.3904,452328.75,452008.2083333333
MAPPO strict 1+5,28441600,28.4416,454606.03125,454294.0104166667
MAPPO strict 1+5,28492800,28.4928,455947.25,454402.2708333333
MAPPO strict 1+5,28544000,28.544,452653.53125,453736.40625
MAPPO strict 1+5,28595200,28.5952,452608.4375,450259.96875
MAPPO strict 1+5,28646400,28.6464,445517.9375,448556.125
MAPPO strict 1+5,28697600,28.6976,447542.0,446494.4583333333
MAPPO strict 1+5,28748800,28.7488,446423.4375,446876.6458333333
MAPPO strict 1+5,28800000,28.8,446664.5,445748.7604166667
MAPPO strict 1+5,28851200,28.8512,444158.34375,445940.6875
MAPPO strict 1+5,28902400,28.9024,446999.21875,447159.2291666667
MAPPO strict 1+5,28953600,28.9536,450320.125,449899.7083333333
MAPPO strict 1+5,29004800,29.0048,452379.78125,451304.625
MAPPO strict 1+5,29056000,29.056,451213.96875,451540.8229166667
MAPPO strict 1+5,29107200,29.1072,451028.71875,452057.5625
MAPPO strict 1+5,29158400,29.1584,453930.0,452207.7916666667
MAPPO strict 1+5,29209600,29.2096,451664.65625,453098.125
MAPPO strict 1+5,29260800,29.2608,453699.71875,452020.2708333333
MAPPO strict 1+5,29312000,29.312,450696.4375,451802.4270833333
MAPPO strict 1+5,29363200,29.3632,451011.125,451701.09375
MAPPO strict 1+5,29414400,29.4144,453395.71875,451771.46875
MAPPO strict 1+5,29465600,29.4656,450907.5625,452010.9479166667
MAPPO strict 1+5,29516800,29.5168,451729.5625,451836.0833333333
MAPPO strict 1+5,29568000,29.568,452871.125,453347.6354166667
MAPPO strict 1+5,29619200,29.6192,455442.21875,454230.6354166667
MAPPO strict 1+5,29670400,29.6704,454378.5625,454241.4375
MAPPO strict 1+5,29721600,29.7216,452903.53125,454004.0729166667
MAPPO strict 1+5,29772800,29.7728,454730.125,452406.40625
MAPPO strict 1+5,29824000,29.824,449585.5625,453839.2916666667
MAPPO strict 1+5,29875200,29.8752,457202.1875,453474.5625
MAPPO strict 1+5,29926400,29.9264,453635.9375,456102.78125
MAPPO strict 1+5,29977600,29.9776,457470.21875,456009.6041666667
MAPPO strict 1+5,30028800,30.0288,456922.65625,458006.3958333333
MAPPO strict 1+5,30080000,30.08,459626.3125,458487.7395833333
MAPPO strict 1+5,30131200,30.1312,458914.25,459528.5729166667
MAPPO strict 1+5,30182400,30.1824,460045.15625,459524.1041666667
MAPPO strict 1+5,30233600,30.2336,459612.90625,459313.3020833333
MAPPO strict 1+5,30284800,30.2848,458281.84375,458135.0520833333
MAPPO strict 1+5,30336000,30.336,456510.40625,457109.7083333333
MAPPO strict 1+5,30387200,30.3872,456536.875,456624.53125
MAPPO strict 1+5,30438400,30.4384,456826.3125,456700.2395833333
MAPPO strict 1+5,30489600,30.4896,456737.53125,456581.4375
MAPPO strict 1+5,30540800,30.5408,456180.46875,456629.90625
MAPPO strict 1+5,30592000,30.592,456971.71875,456332.7604166667
MAPPO strict 1+5,30643200,30.6432,455846.09375,455752.3020833333
MAPPO strict 1+5,30694400,30.6944,454439.09375,455749.8541666667
MAPPO strict 1+5,30745600,30.7456,456964.375,455798.15625
MAPPO strict 1+5,30796800,30.7968,455991.0,457714.15625
MAPPO strict 1+5,30848000,30.848,460187.09375,457743.4479166667
MAPPO strict 1+5,30899200,30.8992,457052.25,457883.40625
MAPPO strict 1+5,30950400,30.9504,456410.875,458678.2083333333
MAPPO strict 1+5,31001600,31.0016,462571.5,460040.1458333333
MAPPO strict 1+5,31052800,31.0528,461138.0625,461974.6979166667
MAPPO strict 1+5,31104000,31.104,462214.53125,462474.8854166667
MAPPO strict 1+5,31155200,31.1552,464072.0625,463810.9895833333
MAPPO strict 1+5,31206400,31.2064,465146.375,464938.8333333333
MAPPO strict 1+5,31257600,31.2576,465598.0625,465756.1666666667
MAPPO strict 1+5,31308800,31.3088,466524.0625,464961.3020833333
MAPPO strict 1+5,31360000,31.36,462761.78125,462769.9375
MAPPO strict 1+5,31411200,31.4112,459023.96875,459974.1354166667
MAPPO strict 1+5,31462400,31.4624,458136.65625,458731.59375
MAPPO strict 1+5,31513600,31.5136,459034.15625,458358.7916666667
MAPPO strict 1+5,31564800,31.5648,457905.5625,458229.5520833333
MAPPO strict 1+5,31616000,31.616,457748.9375,458438.34375
MAPPO strict 1+5,31667200,31.6672,459660.53125,459360.4479166667
MAPPO strict 1+5,31718400,31.7184,460671.875,461489.5208333333
MAPPO strict 1+5,31769600,31.7696,464136.15625,462109.3020833333
MAPPO strict 1+5,31820800,31.8208,461519.875,463370.7291666667
MAPPO strict 1+5,31872000,31.872,464456.15625,463136.625
MAPPO strict 1+5,31923200,31.9232,463433.84375,463303.3958333333
MAPPO strict 1+5,31974400,31.9744,462020.1875,461683.7708333333
MAPPO strict 1+5,32025600,32.0256,459597.28125,459258.375
MAPPO strict 1+5,32076800,32.0768,456157.65625,457013.4479166667
MAPPO strict 1+5,32128000,32.128,455285.40625,455524.4270833333
MAPPO strict 1+5,32179200,32.1792,455130.21875,455010.8229166667
MAPPO strict 1+5,32230400,32.2304,454616.84375,454875.3125
MAPPO strict 1+5,32281600,32.2816,454878.875,455471.3958333333
MAPPO strict 1+5,32332800,32.3328,456918.46875,455983.4895833333
MAPPO strict 1+5,32384000,32.384,456153.125,455382.1875
MAPPO strict 1+5,32435200,32.4352,453074.96875,454440.90625
MAPPO strict 1+5,32486400,32.4864,454094.625,453704.125
MAPPO strict 1+5,32537600,32.5376,453942.78125,454388.6666666667
MAPPO strict 1+5,32588800,32.5888,455128.59375,453994.96875
MAPPO strict 1+5,32640000,32.64,452913.53125,454098.3645833333
MAPPO strict 1+5,32691200,32.6912,454252.96875,453540.28125
MAPPO strict 1+5,32742400,32.7424,453454.34375,454490.5729166667
MAPPO strict 1+5,32793600,32.7936,455764.40625,455595.7395833333
MAPPO strict 1+5,32844800,32.8448,457568.46875,456127.25
MAPPO strict 1+5,32896000,32.896,455048.875,456371.3645833333
MAPPO strict 1+5,32947200,32.9472,456496.75,455199.25
MAPPO strict 1+5,32998400,32.9984,454052.125,455500.7604166667
MAPPO strict 1+5,33049600,33.0496,455953.40625,455799.5833333333
MAPPO strict 1+5,33100800,33.1008,457393.21875,456932.5416666667
MAPPO strict 1+5,33152000,33.152,457451.0,457322.59375
MAPPO strict 1+5,33203200,33.2032,457123.5625,457394.7604166667
MAPPO strict 1+5,33254400,33.2544,457609.71875,457340.2916666667
MAPPO strict 1+5,33305600,33.3056,457287.59375,457501.09375
MAPPO strict 1+5,33356800,33.3568,457605.96875,457944.0520833333
MAPPO strict 1+5,33408000,33.408,458938.59375,458807.0729166667
MAPPO strict 1+5,33459200,33.4592,459876.65625,459720.84375
MAPPO strict 1+5,33510400,33.5104,460347.28125,460820.4583333333
MAPPO strict 1+5,33561600,33.5616,462237.4375,461602.4791666667
MAPPO strict 1+5,33612800,33.6128,462222.71875,461841.0729166667
MAPPO strict 1+5,33664000,33.664,461063.0625,461540.96875
MAPPO strict 1+5,33715200,33.7152,461337.125,461351.3333333333
MAPPO strict 1+5,33766400,33.7664,461653.8125,460925.8958333333
MAPPO strict 1+5,33817600,33.8176,459786.75,460137.0833333333
MAPPO strict 1+5,33868800,33.8688,458970.6875,459746.0520833333
MAPPO strict 1+5,33920000,33.92,460480.71875,460593.75
MAPPO strict 1+5,33971200,33.9712,462329.84375,460412.40625
MAPPO strict 1+5,34022400,34.0224,458426.65625,459382.2395833333
MAPPO strict 1+5,34073600,34.0736,457390.21875,458037.1979166667
MAPPO strict 1+5,34124800,34.1248,458294.71875,457476.1875
MAPPO strict 1+5,34176000,34.176,456743.625,456535.0729166667
MAPPO strict 1+5,34227200,34.2272,454566.875,456517.25
MAPPO strict 1+5,34278400,34.2784,458241.25,456814.90625
MAPPO strict 1+5,34329600,34.3296,457636.59375,457807.9895833333
MAPPO strict 1+5,34380800,34.3808,457546.125,458172.1354166667
MAPPO strict 1+5,34432000,34.432,459333.6875,458856.1458333333
MAPPO strict 1+5,34483200,34.4832,459688.625,460375.0208333333
MAPPO strict 1+5,34534400,34.5344,462102.75,460206.6458333333
MAPPO strict 1+5,34585600,34.5856,458828.5625,459851.3333333333
MAPPO strict 1+5,34636800,34.6368,458622.6875,459328.8125
MAPPO strict 1+5,34688000,34.688,460535.1875,459530.0416666667
MAPPO strict 1+5,34739200,34.7392,459432.25,460562.0729166667
MAPPO strict 1+5,34790400,34.7904,461718.78125,461122.65625
MAPPO strict 1+5,34841600,34.8416,462216.9375,461649.5416666667
MAPPO strict 1+5,34892800,34.8928,461012.90625,460711.7395833333
MAPPO strict 1+5,34944000,34.944,458905.375,460274.8125
MAPPO strict 1+5,34995200,34.9952,460906.15625,460172.3020833333
MAPPO strict 1+5,35046400,35.0464,460705.375,461238.625
MAPPO strict 1+5,35097600,35.0976,462104.34375,461982.3020833333
MAPPO strict 1+5,35148800,35.1488,463137.1875,461869.03125
MAPPO strict 1+5,35200000,35.2,460365.5625,461596.28125
MAPPO strict 1+5,35251200,35.2512,461286.09375,460715.7708333333
MAPPO strict 1+5,35302400,35.3024,460495.65625,461744.1041666667
MAPPO strict 1+5,35353600,35.3536,463450.5625,461412.3854166667
MAPPO strict 1+5,35404800,35.4048,460290.9375,461696.8229166667
MAPPO strict 1+5,35456000,35.456,461348.96875,460747.46875
MAPPO strict 1+5,35507200,35.5072,460602.5,461182.1354166667
MAPPO strict 1+5,35558400,35.5584,461594.9375,460704.3645833333
MAPPO strict 1+5,35609600,35.6096,459915.65625,461085.6041666667
MAPPO strict 1+5,35660800,35.6608,461746.21875,461270.4270833333
MAPPO strict 1+5,35712000,35.712,462149.40625,461284.1875
MAPPO strict 1+5,35763200,35.7632,459956.9375,461339.5625
MAPPO strict 1+5,35814400,35.8144,461912.34375,461165.3125
MAPPO strict 1+5,35865600,35.8656,461626.65625,462480.1979166667
MAPPO strict 1+5,35916800,35.9168,463901.59375,462671.8645833333
MAPPO strict 1+5,35968000,35.968,462487.34375,462479.3229166667
MAPPO strict 1+5,36019200,36.0192,461049.03125,461199.5729166667
MAPPO strict 1+5,36070400,36.0704,460062.34375,460052.71875
MAPPO strict 1+5,36121600,36.1216,459046.78125,459661.2291666667
MAPPO strict 1+5,36172800,36.1728,459874.5625,459843.1666666667
MAPPO strict 1+5,36224000,36.224,460608.15625,461229.5833333333
MAPPO strict 1+5,36275200,36.2752,463206.03125,461968.875
MAPPO strict 1+5,36326400,36.3264,462092.4375,462328.3958333333
MAPPO strict 1+5,36377600,36.3776,461686.71875,461686.8020833333
MAPPO strict 1+5,36428800,36.4288,461281.25,461208.25
MAPPO strict 1+5,36480000,36.48,460656.78125,460483.2083333333
MAPPO strict 1+5,36531200,36.5312,459511.59375,460105.9375
MAPPO strict 1+5,36582400,36.5824,460149.4375,460126.15625
MAPPO strict 1+5,36633600,36.6336,460717.4375,460107.65625
MAPPO strict 1+5,36684800,36.6848,459456.09375,461068.6354166667
MAPPO strict 1+5,36736000,36.736,463032.375,461465.4166666667
MAPPO strict 1+5,36787200,36.7872,461907.78125,462050.25
MAPPO strict 1+5,36838400,36.8384,461210.59375,461548.34375
MAPPO strict 1+5,36889600,36.8896,461526.65625,462093.25
MAPPO strict 1+5,36940800,36.9408,463542.5,463420.5104166667
MAPPO strict 1+5,36992000,36.992,465192.375,465250.90625
MAPPO strict 1+5,37043200,37.0432,467017.84375,466330.6875
MAPPO strict 1+5,37094400,37.0944,466781.84375,466483.3541666667
MAPPO strict 1+5,37145600,37.1456,465650.375,465389.6875
MAPPO strict 1+5,37196800,37.1968,463736.84375,462780.9375
MAPPO strict 1+5,37248000,37.248,458955.59375,461122.09375
MAPPO strict 1+5,37299200,37.2992,460673.84375,459624.6979166667
MAPPO strict 1+5,37350400,37.3504,459244.65625,460819.09375
MAPPO strict 1+5,37401600,37.4016,462538.78125,461947.3229166667
